x,y
0,0
0.2544708251953125,0
0.5089492797851562,0
0.7634201049804688,0
1.0178909301757812,0
1.272369384765625,0
1.5268402099609375,0
1.78131103515625,0
2.0357818603515625,0
2.2902603149414062,0
2.5447311401367188,0
2.7992019653320312,0
3.053680419921875,0
3.3081512451171875,0
3.5626220703125,0
3.8171005249023438,0
4.071571350097656,0
4.326042175292969,0
4.5805206298828125,0
4.834991455078125,0
5.0894622802734375,0
5.34393310546875,0
5.598411560058594,0
5.852882385253906,0
6.107353210449219,0
6.3618316650390625,0
6.616302490234375,0
6.8707733154296875,0
7.125251770019531,0
7.379722595214844,0
7.634193420410156,0
7.888671875,0
8.143142700195312,0
8.397613525390625,0
8.652084350585938,0
8.906562805175781,0
9.161033630371094,0
9.415504455566406,0
9.66998291015625,0
9.924453735351562,0
10.178924560546875,0
10.433395385742188,0
10.687873840332031,0
10.942344665527344,0
11.196823120117188,0
11.4512939453125,0
11.705764770507812,0
11.960235595703125,0
12.214714050292969,0
12.469184875488281,0
12.723655700683594,0
12.978134155273438,0
13.23260498046875,0
13.487075805664062,0
13.741546630859375,0
13.996025085449219,0
14.250495910644531,0
14.504974365234375,0
14.759445190429688,0
15.013916015625,0
15.268386840820312,0
15.522865295410156,0
15.777336120605469,0
16.03180694580078,0
16.286285400390625,0
16.540756225585938,0
16.79522705078125,0
17.049697875976562,0
17.304176330566406,0
17.55864715576172,0
17.813125610351562,0
18.067596435546875,0
18.322067260742188,0
18.5765380859375,0
18.831016540527344,0
19.085487365722656,0
19.33995819091797,0
19.594436645507812,0
19.848907470703125,0
20.103378295898438,0
20.35784912109375,0
20.612327575683594,0
20.866798400878906,0
21.12127685546875,0
21.375747680664062,0
21.630218505859375,0
21.884689331054688,0
22.13916778564453,0
22.393638610839844,0
22.648109436035156,0
22.902587890625,0
23.157058715820312,0
23.411529541015625,0
23.666000366210938,0
23.92047882080078,0
24.174949645996094,0
24.429428100585938,0
24.68389892578125,0
24.938369750976562,0
25.192840576171875,0
25.447311401367188,0
25.70178985595703,0
25.956260681152344,0
26.210739135742188,0
26.4652099609375,0
26.719680786132812,0
26.974151611328125,0
27.22863006591797,0
27.48310089111328,0
27.737571716308594,0
27.992050170898438,0
28.24652099609375,0
28.500991821289062,0
28.755462646484375,0
29.00994110107422,0
29.26441192626953,0
29.518890380859375,0
29.773361206054688,0
30.02783203125,0
30.282302856445312,0
30.536781311035156,0
30.79125213623047,0
31.04572296142578,0
31.300201416015625,0
31.554672241210938,0
31.80914306640625,0
32.06361389160156,0
32.318092346191406,0
32.57256317138672,0
32.82704162597656,0
33.081512451171875,0
33.33598327636719,0
33.5904541015625,0
33.84492492675781,0
34.099403381347656,0
34.3538818359375,0
34.60835266113281,0
34.862823486328125,0
35.11729431152344,0
35.37176513671875,0
35.626243591308594,0
35.880714416503906,0
36.13519287109375,0
36.38966369628906,0
36.644134521484375,0
36.89860534667969,0
37.153076171875,0
37.407554626464844,0
37.66203308105469,0
37.91650390625,0
38.17097473144531,0
38.425445556640625,0
38.67991638183594,0
38.93439483642578,0
39.188865661621094,0
39.44334411621094,0
39.69781494140625,0
39.95228576660156,0
40.206756591796875,0
40.46122741699219,0
40.71570587158203,0
40.970184326171875,0
41.22465515136719,0
41.4791259765625,0
41.73359680175781,0
41.988067626953125,0
42.24254608154297,0
42.49701690673828,0
42.751495361328125,0
43.00596618652344,0
43.26043701171875,0
43.51490783691406,0
43.769378662109375,0
44.02385711669922,0
44.27833557128906,0
44.532806396484375,0
44.78727722167969,0
45.041748046875,0
45.29621887207031,0
45.550697326660156,0
45.80516815185547,0
46.05964660644531,0
46.314117431640625,0
46.56858825683594,0
46.82305908203125,0
47.07752990722656,0
47.332008361816406,0
47.58648681640625,0
47.84095764160156,0
48.095428466796875,0
48.34989929199219,0
48.6043701171875,0
48.858848571777344,0
49.113319396972656,0
49.3677978515625,0
49.62226867675781,0
49.876739501953125,0
50.13121032714844,0
50.38568115234375,0
50.640159606933594,0
50.894630432128906,0
51.14910888671875,0
51.40357971191406,0
51.658050537109375,0
51.91252136230469,0
52.16699981689453,0
52.421470642089844,0
52.67594909667969,0
52.930419921875,0
53.18489074707031,0
53.439361572265625,0
53.69383239746094,0
53.94831085205078,0
54.202781677246094,0
54.45726013183594,0
54.71173095703125,0
54.96620178222656,0
55.220672607421875,0
55.47514343261719,0
55.72962188720703,0
55.984100341796875,0
56.23857116699219,0
56.4930419921875,0
56.74751281738281,0
57.001983642578125,0
57.25646209716797,0
57.51093292236328,0
57.765411376953125,0
58.01988220214844,0
58.27435302734375,0
58.52882385253906,0
58.783294677734375,0
59.03777313232422,0
59.29225158691406,0
59.546722412109375,0
59.80119323730469,0
60.0556640625,0
60.31013488769531,0
60.564613342285156,0
60.81908416748047,0
61.07356262207031,0
61.328033447265625,0
61.58250427246094,0
61.83697509765625,0
62.09144592285156,0
62.345924377441406,0
62.60040283203125,0
62.85487365722656,0
63.109344482421875,0
63.36381530761719,0
63.6182861328125,0
63.872764587402344,0
64.12723541259766,0
64.38170623779297,0
64.63618469238281,0
64.89065551757812,0
65.14512634277344,0
65.39960479736328,0
65.6540756225586,0
65.9085464477539,0
66.16302490234375,0
66.41749572753906,0
66.67196655273438,0
66.92644500732422,0
67.18091583251953,0
67.43538665771484,0
67.68985748291016,0
67.9443359375,0
68.19880676269531,0
68.45327758789062,0
68.70775604248047,0
68.96222686767578,0
69.2166976928711,0
69.47117614746094,0
69.72564697265625,0
69.98011779785156,0
70.2345962524414,0
70.48906707763672,0
70.74353790283203,0
70.99800872802734,0
71.25248718261719,0
71.5069580078125,0
71.76142883300781,0
72.01590728759766,0
72.27037811279297,0
72.52484893798828,0
72.77932739257812,0
73.03379821777344,0
73.28826904296875,0
73.54273986816406,0
73.7972183227539,0
74.05168914794922,0
74.30615997314453,0
74.56063842773438,0
74.81510925292969,0
75.069580078125,0
75.32405853271484,0
75.57852935791016,0
75.83300018310547,0
76.08747863769531,0
76.34194946289062,0
76.59642028808594,0
76.85089111328125,0
77.1053695678711,0
77.3598403930664,0
77.61431121826172,0
77.86878967285156,0
78.12326049804688,0
78.37773132324219,0
78.63220977783203,0
78.88668060302734,0
79.14115142822266,0
79.3956298828125,0
79.65010070800781,0
79.90457153320312,0
80.15904235839844,0
80.41352081298828,0
80.6679916381836,0
80.9224624633789,0
81.17694091796875,0
81.43141174316406,0
81.68588256835938,0
81.94036102294922,0
82.19483184814453,0
82.44930267333984,0
82.70378112792969,0
82.958251953125,0
83.21272277832031,0
83.46719360351562,0
83.72167205810547,0
83.97614288330078,0
84.2306137084961,0
84.48509216308594,0
84.73956298828125,0
84.99403381347656,0
85.2485122680664,0
85.50298309326172,0
85.75745391845703,0
86.01192474365234,0
86.26640319824219,0
86.5208740234375,0
86.77534484863281,0
87.02982330322266,0
87.28429412841797,0
87.53876495361328,0
87.79324340820312,0
88.04771423339844,0
88.30218505859375,0
88.5566635131836,0
88.8111343383789,0
89.06560516357422,0
89.32007598876953,0
89.57455444335938,0
89.82902526855469,0
90.08349609375,0
90.33797454833984,0
90.59244537353516,0
90.84691619873047,0
91.10139465332031,0
91.35586547851562,0
91.61033630371094,0
91.86481475830078,0
92.1192855834961,0
92.3737564086914,0
92.62822723388672,0
92.88270568847656,0
93.13717651367188,0
93.39164733886719,0
93.64612579345703,0
93.90059661865234,0
94.15506744384766,0
94.4095458984375,0
94.66401672363281,0
94.91848754882812,0
95.17296600341797,0
95.42743682861328,0
95.6819076538086,0
95.9363784790039,0
96.19085693359375,0
96.44532775878906,0
96.69979858398438,0
96.95427703857422,0
97.20874786376953,0
97.46321868896484,0
97.71769714355469,0
97.97216796875,0
98.22663879394531,0
98.48110961914062,0
98.73558807373047,0
98.99005889892578,0
99.2445297241211,0
99.49900817871094,0
99.75347900390625,0
100.00794982910156,0
100.2624282836914,0
100.51689910888672,0
100.77136993408203,0
101.02584838867188,0
101.28031921386719,0
101.5347900390625,0
101.78926086425781,0
102.04373931884766,0
102.29821014404297,0
102.55268096923828,0
102.80715942382812,0
103.06163024902344,0
103.31610107421875,0
103.5705795288086,0
103.8250503540039,0
104.07952117919922,0
104.33399963378906,0
104.58847045898438,0
104.84294128417969,0
105.097412109375,0
105.35189056396484,0
105.60636138916016,0
105.86083221435547,0
106.11531066894531,0
106.36978149414062,0
106.62425231933594,0
106.87873077392578,0
107.1332015991211,0
107.3876724243164,0
107.64215087890625,0
107.89662170410156,0
108.15109252929688,0
108.40556335449219,0
108.66004180908203,0
108.91451263427734,0
109.16898345947266,0
109.4234619140625,0
109.67793273925781,0
109.93240356445312,0
110.18688201904297,0
110.44135284423828,0
110.6958236694336,0
110.9502944946289,0
111.20477294921875,0
111.45924377441406,0
111.71371459960938,0
111.96819305419922,0
112.22266387939453,0
112.47713470458984,0
112.73161315917969,0
112.986083984375,0
113.24055480957031,0
113.49503326416016,0
113.74950408935547,0
114.00397491455078,0
114.2584457397461,0
114.51292419433594,0
114.76739501953125,0
115.02186584472656,0
115.2763442993164,0
115.53081512451172,0
115.78528594970703,0
116.03976440429688,0
116.29423522949219,0
116.5487060546875,0
116.80318450927734,0
117.05765533447266,0
117.31212615966797,0
117.56659698486328,0
117.82107543945312,0
118.07554626464844,0
118.33001708984375,0
118.5844955444336,0
118.8389663696289,0
119.09343719482422,0
119.34791564941406,0
119.60238647460938,0
119.85685729980469,0
120.11133575439453,0
120.36580657958984,0
120.62027740478516,0
120.87474822998047,0
121.12922668457031,0
121.38369750976562,0
121.63816833496094,0
121.89264678955078,0
122.1471176147461,0
122.4015884399414,0
122.65606689453125,0
122.91053771972656,0
123.16500854492188,0
123.41947937011719,0
123.67395782470703,0
123.92842864990234,0
124.18289947509766,0
124.4373779296875,0
124.69184875488281,0
124.94631958007812,0
125.20079803466797,0
125.45526885986328,0
125.7097396850586,0
125.96421813964844,0
126.21868896484375,0
126.47315979003906,0
126.72763061523438,0
126.98210906982422,0
127.23657989501953,0
127.49105072021484,0
127.74552917480469,0
128,0
128,0.2544708251953125
128,0.508941650390625
128,0.7634124755859375
128,1.0178985595703125
128,1.272369384765625
128,1.5268402099609375
128,1.78131103515625
128,2.0357818603515625
128,2.290252685546875
128,2.54473876953125
128,2.7992095947265625
128,3.053680419921875
128,3.3081512451171875
128,3.5626220703125
128,3.8170928955078125
128,4.071563720703125
128,4.3260498046875
128,4.5805206298828125
128,4.834991455078125
128,5.0894622802734375
128,5.34393310546875
128,5.5984039306640625
128,5.8528900146484375
128,6.10736083984375
128,6.3618316650390625
128,6.616302490234375
128,6.8707733154296875
128,7.125244140625
128,7.3797149658203125
128,7.6342010498046875
128,7.888671875
128,8.143142700195312
128,8.397613525390625
128,8.652084350585938
128,8.90655517578125
128,9.161041259765625
128,9.415512084960938
128,9.66998291015625
128,9.924453735351562
128,10.178924560546875
128,10.433395385742188
128,10.6878662109375
128,10.942352294921875
128,11.196823120117188
128,11.4512939453125
128,11.705764770507812
128,11.960235595703125
128,12.214706420898438
128,12.469192504882812
128,12.723663330078125
128,12.978134155273438
128,13.23260498046875
128,13.487075805664062
128,13.741546630859375
128,13.996017456054688
128,14.250503540039062
128,14.504974365234375
128,14.759445190429688
128,15.013916015625
128,15.268386840820312
128,15.522857666015625
128,15.777328491210938
128,16.031814575195312
128,16.286285400390625
128,16.540756225585938
128,16.79522705078125
128,17.049697875976562
128,17.304168701171875
128,17.55865478515625
128,17.813125610351562
128,18.067596435546875
128,18.322067260742188
128,18.5765380859375
128,18.831008911132812
128,19.085479736328125
128,19.3399658203125
128,19.594436645507812
128,19.848907470703125
128,20.103378295898438
128,20.35784912109375
128,20.612319946289062
128,20.866806030273438
128,21.12127685546875
128,21.375747680664062
128,21.630218505859375
128,21.884689331054688
128,22.13916015625
128,22.393630981445312
128,22.648117065429688
128,22.902587890625
128,23.157058715820312
128,23.411529541015625
128,23.666000366210938
128,23.92047119140625
128,24.174957275390625
128,24.429428100585938
128,24.68389892578125
128,24.938369750976562
128,25.192840576171875
128,25.447311401367188
128,25.7017822265625
128,25.956268310546875
128,26.210739135742188
128,26.4652099609375
128,26.719680786132812
128,26.974151611328125
128,27.228622436523438
128,27.483108520507812
128,27.737579345703125
128,27.992050170898438
128,28.24652099609375
128,28.500991821289062
128,28.755462646484375
128,29.009933471679688
128,29.264419555664062
128,29.518890380859375
128,29.773361206054688
128,30.02783203125
128,30.282302856445312
128,30.536773681640625
128,30.791259765625
128,31.045730590820312
128,31.300201416015625
128,31.554672241210938
128,31.80914306640625
128,32.06361389160156
128,32.318084716796875
128,32.57257080078125
128,32.82704162597656
128,33.081512451171875
128,33.33598327636719
128,33.5904541015625
128,33.84492492675781
128,34.09941101074219
128,34.3538818359375
128,34.60835266113281
128,34.862823486328125
128,35.11729431152344
128,35.37176513671875
128,35.62623596191406
128,35.88072204589844
128,36.13519287109375
128,36.38966369628906
128,36.644134521484375
128,36.89860534667969
128,37.153076171875
128,37.407562255859375
128,37.66203308105469
128,37.91650390625
128,38.17097473144531
128,38.425445556640625
128,38.67991638183594
128,38.93438720703125
128,39.188873291015625
128,39.44334411621094
128,39.69781494140625
128,39.95228576660156
128,40.206756591796875
128,40.46122741699219
128,40.7156982421875
128,40.970184326171875
128,41.22465515136719
128,41.4791259765625
128,41.73359680175781
128,41.988067626953125
128,42.24253845214844
128,42.49702453613281
128,42.751495361328125
128,43.00596618652344
128,43.26043701171875
128,43.51490783691406
128,43.769378662109375
128,44.02384948730469
128,44.27833557128906
128,44.532806396484375
128,44.78727722167969
128,45.041748046875
128,45.29621887207031
128,45.550689697265625
128,45.80517578125
128,46.05964660644531
128,46.314117431640625
128,46.56858825683594
128,46.82305908203125
128,47.07752990722656
128,47.332000732421875
128,47.58648681640625
128,47.84095764160156
128,48.095428466796875
128,48.34989929199219
128,48.6043701171875
128,48.85884094238281
128,49.11332702636719
128,49.3677978515625
128,49.62226867675781
128,49.876739501953125
128,50.13121032714844
128,50.38568115234375
128,50.64015197753906
128,50.89463806152344
128,51.14910888671875
128,51.40357971191406
128,51.658050537109375
128,51.91252136230469
128,52.1669921875
128,52.421478271484375
128,52.67594909667969
128,52.930419921875
128,53.18489074707031
128,53.439361572265625
